5, 169, 6, 155, 1300
6, 20, 7, 46, 48050
6, 42, 7, 46, 4
6, 44, 7, 54, 1889
6, 64, 7, 54, 62789
6, 76, 7, 54, 2210
6, 78, 7, 46, 44584
6, 80, 7, 54, 68121
6, 93, 7, 46, 43137
6, 111, 7, 80, 2152
6, 115, 7, 80, 149
6, 151, 7, 46, 159314
6, 154, 7, 80, 68465
6, 155, 7, 80, 82778
7, 46, 8, 42, 1277
7, 54, 8, 55, 106
7, 80, 8, 66, 458
7, 132, 8, 128, 1480
8, 29, 9, 36, 277
8, 42, 9, 36, 401
8, 55, 9, 56, 130
8, 58, 9, 40, 221
8, 62, 9, 71, 569
8, 66, 9, 56, 148
8, 91, 9, 78, 797
8, 95, 9, 104, 360
8, 100, 9, 104, 464
8, 106, 9, 123, 1433
8, 107, 9, 104, 4500
8, 119, 9, 123, 13285
8, 121, 9, 104, 36101
8, 124, 9, 116, 30794
8, 128, 9, 116, 41693
9, 36, 10, 18, 500
9, 40, 10, 38, 701
9, 47, 10, 38, 145
9, 55, 10, 55, 292
9, 56, 10, 38, 2258
9, 71, 10, 87, 578
9, 78, 10, 77, 1096
9, 90, 10, 118, 3141
9, 104, 10, 77, 5194
9, 116, 10, 89, 13117
9, 123, 10, 89, 16133
9, 127, 10, 89, 15053
10, 12, 11, 19, 162
10, 17, 11, 19, 82
10, 18, 11, 19, 2650
10, 35, 11, 46, 170
10, 38, 11, 72, 697
10, 46, 11, 72, 485
10, 52, 11, 45, 1565
10, 55, 11, 46, 610
10, 72, 11, 90, 850
10, 77, 11, 124, 20
10, 87, 11, 96, 241
10, 89, 11, 113, 500
10, 98, 11, 96, 1154
10, 103, 11, 90, 685
10, 110, 11, 96, 3232
10, 111, 11, 149, 1280
10, 118, 11, 96, 4141
10, 142, 11, 158, 37332
11, 13, 12, 32, 505
11, 19, 12, 24, 2313
11, 45, 12, 50, 720
11, 46, 12, 40, 37
11, 68, 12, 90, 3754
11, 72, 12, 24, 3037
11, 85, 12, 70, 776
11, 88, 12, 90, 3236
11, 90, 12, 85, 1049
11, 93, 12, 85, 65
11, 96, 12, 24, 6416
11, 105, 12, 72, 1576
11, 108, 12, 72, 884
11, 113, 12, 104, 2825
11, 124, 12, 72, 1985
11, 126, 12, 85, 832
11, 137, 12, 138, 653
11, 149, 12, 85, 2386
11, 158, 12, 139, 2053
12, 24, 13, 15, 18289
12, 32, 13, 15, 72
12, 40, 13, 36, 193
12, 50, 13, 45, 1105
12, 70, 13, 66, 9
12, 72, 13, 80, 937
12, 85, 13, 45, 2689
12, 90, 13, 70, 205
12, 104, 13, 126, 1594
12, 109, 13, 45, 2917
12, 138, 13, 126, 778
12, 139, 13, 135, 773
12, 154, 13, 172, 45
13, 15, 14, 13, 689
13, 26, 14, 15, 18
13, 35, 14, 45, 74
13, 36, 14, 74, 2626
13, 42, 14, 74, 1780
13, 45, 14, 54, 73
13, 66, 14, 74, 40
13, 70, 14, 86, 1521
13, 80, 14, 75, 29
13, 101, 14, 89, 53
13, 114, 14, 81, 2740
13, 126, 14, 100, 685
13, 135, 14, 100, 5861
13, 139, 14, 128, 4360
13, 150, 14, 128, 325
13, 156, 14, 128, 149
13, 172, 14, 143, 40
14, 13, 15, 8, 288
14, 15, 15, 8, 2665
14, 16, 15, 8, 19370
14, 24, 15, 15, 20
14, 40, 15, 8, 15925
14, 45, 15, 20, 740
14, 54, 15, 20, 1073
14, 59, 15, 47, 73
14, 63, 15, 8, 21652
14, 71, 15, 65, 578
14, 72, 15, 20, 1825
14, 73, 15, 20, 1970
14, 74, 15, 65, 1508
14, 75, 15, 67, 425
14, 81, 15, 65, 1256
14, 86, 15, 65, 8665
14, 88, 15, 20, 3029
14, 89, 15, 67, 169
14, 100, 15, 65, 11988
14, 111, 15, 67, 6401
14, 128, 15, 107, 4410
14, 129, 15, 107, 200
14, 143, 15, 118, 720
14, 148, 15, 118, 1586
15, 8, 16, 13, 260
15, 15, 16, 21, 218
15, 20, 16, 38, 145
15, 41, 16, 28, 449
15, 47, 16, 52, 1258
15, 65, 16, 64, 404
15, 67, 16, 64, 144
15, 107, 16, 92, 11597
15, 118, 16, 92, 58
16, 13, 17, 12, 1460
16, 21, 17, 14, 136
16, 28, 17, 18, 104
16, 38, 17, 12, 5597
16, 46, 17, 12, 12340
16, 51, 17, 26, 505
16, 52, 17, 36, 576
16, 64, 17, 45, 317
16, 92, 17, 73, 548
16, 98, 17, 73, 116
17, 12, 18, 20, 32353
17, 13, 18, 24, 85
17, 14, 18, 24, 73
17, 18, 18, 29, 328
17, 26, 18, 31, 45
17, 36, 18, 31, 4285
17, 45, 18, 31, 4930
17, 70, 18, 74, 116
17, 73, 18, 74, 1156
18, 20, 19, 34, 409
18, 24, 19, 34, 773
18, 29, 19, 63, 1937
18, 31, 19, 63, 1417
18, 47, 19, 71, 269
18, 51, 19, 75, 98
18, 74, 19, 75, 76244
19, 34, 20, 21, 1138
19, 35, 20, 21, 488
19, 50, 20, 28, 104
19, 63, 20, 41, 101
19, 71, 20, 44, 260
19, 75, 20, 50, 970
20, 14, 21, 26, 1913
20, 20, 21, 30, 386
20, 21, 21, 26, 373
20, 28, 21, 61, 212
20, 34, 21, 75, 1460
20, 39, 21, 61, 164
20, 41, 21, 80, 365
20, 43, 21, 85, 773
20, 44, 21, 75, 49
20, 50, 21, 87, 173
21, 21, 22, 24, 17
21, 26, 22, 31, 490
21, 30, 22, 49, 1460
21, 34, 22, 49, 592
21, 54, 22, 50, 121
21, 61, 22, 56, 701
21, 66, 22, 56, 500
21, 75, 22, 50, 8776
21, 80, 22, 50, 745
21, 85, 22, 56, 481
21, 87, 22, 50, 12402
21, 111, 22, 110, 289
21, 113, 22, 116, 104
21, 117, 22, 116, 2405
22, 22, 23, 28, 340
22, 24, 23, 28, 1800
22, 26, 23, 29, 1186
22, 31, 23, 28, 2146
22, 42, 23, 46, 1746
22, 45, 23, 28, 452
22, 49, 23, 46, 289
22, 50, 23, 52, 650
22, 56, 23, 26, 445
22, 57, 23, 52, 117
22, 71, 23, 29, 4165
22, 107, 23, 118, 14184
22, 108, 23, 88, 9540
22, 109, 23, 118, 11554
22, 110, 23, 118, 5941
22, 115, 23, 118, 1885
22, 116, 23, 118, 2050
23, 26, 24, 22, 1073
23, 28, 24, 15, 625
23, 29, 24, 36, 549
23, 46, 24, 19, 178
23, 52, 24, 34, 656
23, 78, 24, 46, 793
23, 81, 24, 46, 706
23, 88, 24, 96, 2704
23, 117, 24, 127, 2960
23, 118, 24, 105, 11369
24, 12, 25, 12, 949
24, 15, 25, 12, 226
24, 16, 25, 12, 3365
24, 19, 25, 44, 6466
24, 22, 25, 34, 4680
24, 32, 25, 72, 2498
24, 34, 25, 44, 1058
24, 36, 25, 34, 145
24, 39, 25, 34, 625
24, 41, 25, 69, 1465
24, 44, 25, 72, 925
24, 46, 25, 81, 173
24, 54, 25, 121, 1885
24, 59, 25, 69, 520
24, 63, 25, 69, 1261
24, 96, 25, 142, 3236
24, 99, 25, 146, 370
24, 102, 25, 142, 1801
24, 105, 25, 164, 2000
24, 109, 25, 157, 4498
24, 127, 25, 165, 3250
